Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Weapon Skill,Default Weapon Skill FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Achievement,Obtainable,ID,Weapon Group ID,Weapon ID,Affinity ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Model ID,Reinforce Type ID,Behavior Variation ID,Sort Group Type ID,Sort Group ID,Sort ID
Cold Nightrider Flail,Nightrider Flail,Cold,Flail,,Strike,"A flail with two additional bludgeoning heads.
Weapon of the Night's Cavalry who ride funeral steeds.

The large spikes make it highly effective at inducing blood loss, but also demand higher dexterity to wield.",Causes frost buildup (),Causes blood loss buildup (),-,Spinning Chain,8,6,100,390,100,10,24,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13000900,13,00,0900,34,-,-1,10480,1251,900,1300,1,140,2301011
Occult Nightrider Flail,Nightrider Flail,Occult,Flail,,Strike,"A flail with two additional bludgeoning heads.
Weapon of the Night's Cavalry who ride funeral steeds.

The large spikes make it highly effective at inducing blood loss, but also demand higher dexterity to wield.",Causes blood loss buildup (),-,-,Spinning Chain,8,6,100,390,100,10,24,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13001200,13,00,1200,34,-,-1,10480,1251,1200,1300,1,140,2301012
Chainlink Flail,Chainlink Flail,Standard,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,13040000,13,04,0000,34,-,-1,10484,1255,0,1300,1,140,2302000
Heavy Chainlink Flail,Chainlink Flail,Heavy,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,13040100,13,04,0100,34,-,-1,10484,1255,6000,1300,1,140,2302001
Keen Chainlink Flail,Chainlink Flail,Keen,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,13040200,13,04,0200,34,-,-1,10484,1255,200,1300,1,140,2302002
Quality Chainlink Flail,Chainlink Flail,Quality,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,13040300,13,04,0300,34,-,-1,10484,1255,300,1300,1,140,2302003
Magic Chainlink Flail,Chainlink Flail,Magic,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13040800,13,04,0800,34,-,-1,10484,1255,800,1300,1,140,2302004
Fire Chainlink Flail,Chainlink Flail,Fire,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13040400,13,04,0400,34,-,-1,10484,1255,400,1300,1,140,2302005
Flame Art Chainlink Flail,Chainlink Flail,Flame Art,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13040500,13,04,0500,34,-,-1,10484,1255,500,1300,1,140,2302006
Lightning Chainlink Flail,Chainlink Flail,Lightning,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13040600,13,04,0600,34,-,-1,10484,1255,600,1300,1,140,2302007
Sacred Chainlink Flail,Chainlink Flail,Sacred,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13040700,13,04,0700,34,-,-1,10484,1255,700,1300,1,140,2302008
Poison Chainlink Flail,Chainlink Flail,Poison,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes poison buildup (),Causes blood loss buildup (),-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13041000,13,04,1000,34,-,-1,10484,1255,1000,1300,1,140,2302009
Blood Chainlink Flail,Chainlink Flail,Blood,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13041100,13,04,1100,34,-,-1,10484,1255,1100,1300,1,140,2302010
Cold Chainlink Flail,Chainlink Flail,Cold,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes frost buildup (),Causes blood loss buildup (),-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13040900,13,04,0900,34,-,-1,10484,1255,900,1300,1,140,2302011
Occult Chainlink Flail,Chainlink Flail,Occult,Flail,,Strike,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads.

Especially large for a flail, wielding it requires more strength than it does dexterity.",Causes blood loss buildup (),-,-,Spinning Chain,8,8,200,480,100,18,12,0,0,0,No,Yes,No,No,Yes,No,No,Yes,13041200,13,04,1200,34,-,-1,10484,1255,1200,1300,1,140,2302012
Family Heads,Family Heads,-,Flail,,Strike,"Three bludgeoning copper heads attached to a handle by chains. Signature weapon of Necromancer Garris, the heretical sage.

The heads were made to resemble those of his wife and two children.",-,-,-,Familal Rancor,25,5.5,200,350,100,8,18,16,0,0,No,Yes,No,No,No,No,No,Yes,13020000,13,02,0000,34,-,-1,10482,1252,2200,1302,1,140,2303000
Bastard's Stars,Bastard's Stars,-,Flail,,Strike,"Flail which deals magic damage, having been imbued with power by the remembrance of Astel.

Formed of the same many-colored star debris that comprised the form of the Naturalborn of the Void.",-,-,-,Nebula,25,5.5,500,350,100,8,22,22,0,0,No,Yes,No,No,No,No,No,Yes,13030000,13,03,0000,34,-,-1,10483,1253,2200,1301,1,140,2304000
Large Club,Large Club,Standard,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12000000,12,00,0000,35,-,-1,10440,850,0,1200,1,150,2400000
Heavy Large Club,Large Club,Heavy,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12000100,12,00,0100,35,-,-1,10440,850,6000,1200,1,150,2400001
Keen Large Club,Large Club,Keen,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12000200,12,00,0200,35,-,-1,10440,850,200,1200,1,150,2400002
Quality Large Club,Large Club,Quality,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12000300,12,00,0300,35,-,-1,10440,850,300,1200,1,150,2400003
Magic Large Club,Large Club,Magic,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12000800,12,00,0800,35,-,-1,10440,850,800,1200,1,150,2400004
Fire Large Club,Large Club,Fire,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12000400,12,00,0400,35,-,-1,10440,850,400,1200,1,150,2400005
Flame Art Large Club,Large Club,Flame Art,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12000500,12,00,0500,35,-,-1,10440,850,500,1200,1,150,2400006
Lightning Large Club,Large Club,Lightning,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12000600,12,00,0600,35,-,-1,10440,850,600,1200,1,150,2400007
Sacred Large Club,Large Club,Sacred,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12000700,12,00,0700,35,-,-1,10440,850,700,1200,1,150,2400008
Poison Large Club,Large Club,Poison,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",Causes poison buildup (),-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12001000,12,00,1000,35,-,-1,10440,850,1000,1200,1,150,2400009
Blood Large Club,Large Club,Blood,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",Causes blood loss buildup (),-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12001100,12,00,1100,35,-,-1,10440,850,1100,1200,1,150,2400010
Cold Large Club,Large Club,Cold,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",Causes frost buildup (),-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12000900,12,00,0900,35,-,-1,10440,850,900,1200,1,150,2400011
Occult Large Club,Large Club,Occult,Great Hammer,,Strike,"A thick, solid lump of wood.
Wielding this striking weapon requires no skill.

A simple, primitive weapon that requires only brute strength to swing about.",-,-,-,Barbaric Roar,16,8.5,100,630,100,22,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12001200,12,00,1200,35,-,-1,10440,850,1200,1200,1,150,2400012
Curved Great Club,Curved Great Club,Standard,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12080000,12,08,0000,35,-,-1,10444,855,0,1200,1,150,2401000
Heavy Curved Great Club,Curved Great Club,Heavy,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12080100,12,08,0100,35,-,-1,10444,855,100,1200,1,150,2401001
Keen Curved Great Club,Curved Great Club,Keen,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12080200,12,08,0200,35,-,-1,10444,855,200,1200,1,150,2401002
Quality Curved Great Club,Curved Great Club,Quality,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12080300,12,08,0300,35,-,-1,10444,855,300,1200,1,150,2401003
Magic Curved Great Club,Curved Great Club,Magic,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12080800,12,08,0800,35,-,-1,10444,855,800,1200,1,150,2401004
Fire Curved Great Club,Curved Great Club,Fire,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12080400,12,08,0400,35,-,-1,10444,855,400,1200,1,150,2401005
Flame Art Curved Great Club,Curved Great Club,Flame Art,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12080500,12,08,0500,35,-,-1,10444,855,500,1200,1,150,2401006
Lightning Curved Great Club,Curved Great Club,Lightning,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12080600,12,08,0600,35,-,-1,10444,855,600,1200,1,150,2401007
Sacred Curved Great Club,Curved Great Club,Sacred,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12080700,12,08,0700,35,-,-1,10444,855,700,1200,1,150,2401008
Poison Curved Great Club,Curved Great Club,Poison,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",Causes poison buildup (),-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12081000,12,08,1000,35,-,-1,10444,855,1000,1200,1,150,2401009
Blood Curved Great Club,Curved Great Club,Blood,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",Causes blood loss buildup (),-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12081100,12,08,1100,35,-,-1,10444,855,1100,1200,1,150,2401010
Cold Curved Great Club,Curved Great Club,Cold,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",Causes frost buildup (),-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12080900,12,08,0900,35,-,-1,10444,855,900,1200,1,150,2401011
Occult Curved Great Club,Curved Great Club,Occult,Great Hammer,,Strike,"Large curved club of hard wood, shaped like a crescent moon.

Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",-,-,-,Barbaric Roar,16,10,100,630,100,24,10,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12081200,12,08,1200,35,-,-1,10444,855,1200,1200,1,150,2401012
Great Mace,Great Mace,Standard,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12060000,12,06,0000,35,-,-1,10443,852,0,1200,1,150,2402000
Heavy Great Mace,Great Mace,Heavy,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12060100,12,06,0100,35,-,-1,10443,852,6000,1200,1,150,2402001
Keen Great Mace,Great Mace,Keen,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12060200,12,06,0200,35,-,-1,10443,852,200,1200,1,150,2402002
Quality Great Mace,Great Mace,Quality,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,Yes,No,Yes,12060300,12,06,0300,35,-,-1,10443,852,300,1200,1,150,2402003
Magic Great Mace,Great Mace,Magic,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12060800,12,06,0800,35,-,-1,10443,852,800,1200,1,150,2402004
Fire Great Mace,Great Mace,Fire,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12060400,12,06,0400,35,-,-1,10443,852,400,1200,1,150,2402005
Flame Art Great Mace,Great Mace,Flame Art,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12060500,12,06,0500,35,-,-1,10443,852,500,1200,1,150,2402006
Lightning Great Mace,Great Mace,Lightning,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12060600,12,06,0600,35,-,-1,10443,852,600,1200,1,150,2402007
Sacred Great Mace,Great Mace,Sacred,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12060700,12,06,0700,35,-,-1,10443,852,700,1200,1,150,2402008
Poison Great Mace,Great Mace,Poison,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",Causes poison buildup (),-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12061000,12,06,1000,35,-,-1,10443,852,1000,1200,1,150,2402009
Blood Great Mace,Great Mace,Blood,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",Causes blood loss buildup (),-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12061100,12,06,1100,35,-,-1,10443,852,1100,1200,1,150,2402010
Cold Great Mace,Great Mace,Cold,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",Causes frost buildup (),-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12060900,12,06,0900,35,-,-1,10443,852,900,1200,1,150,2402011
Occult Great Mace,Great Mace,Occult,Great Hammer,,Strike,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin.

Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",-,-,-,Endure,9,11.5,100,600,100,28,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,12061200,12,06,1200,35,-,-1,10443,852,1200,1200,1,150,2402012
Pickaxe,Pickaxe,Standard,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,12140000,12,14,0000,32,-,-1,10446,861,0,1205,1,150,2403000
Heavy Pickaxe,Pickaxe,Heavy,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,12140100,12,14,0100,32,-,-1,10446,861,6000,1205,1,150,2403001
Keen Pickaxe,Pickaxe,Keen,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,12140200,12,14,0200,32,-,-1,10446,861,200,1205,1,150,2403002
Quality Pickaxe,Pickaxe,Quality,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,Yes,No,Yes,12140300,12,14,0300,32,-,-1,10446,861,300,1205,1,150,2403003
Magic Pickaxe,Pickaxe,Magic,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12140800,12,14,0800,32,-,-1,10446,861,800,1205,1,150,2403004
Fire Pickaxe,Pickaxe,Fire,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12140400,12,14,0400,32,-,-1,10446,861,400,1205,1,150,2403005
Flame Art Pickaxe,Pickaxe,Flame Art,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12140500,12,14,0500,32,-,-1,10446,861,500,1205,1,150,2403006
Lightning Pickaxe,Pickaxe,Lightning,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12140600,12,14,0600,32,-,-1,10446,861,600,1205,1,150,2403007
Sacred Pickaxe,Pickaxe,Sacred,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",-,-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12140700,12,14,0700,32,-,-1,10446,861,700,1205,1,150,2403008
Poison Pickaxe,Pickaxe,Poison,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",Causes poison buildup (),-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12141000,12,14,1000,32,-,-1,10446,861,1000,1205,1,150,2403009
Blood Pickaxe,Pickaxe,Blood,Great Hammer,,Pierce,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners.

Not originally designed as a weapon, but very adept at piercing armor.
""Little wretches, do you think your armor harder than stone?""",Causes blood loss buildup (),-,-,Endure,9,10,100,630,100,22,10,0,0,0,No,No,No,Yes,Yes,No,No,Yes,12141100,12,14,1100,32,-,-1,10446,861,1100,1205,1,150,2403010
