NPC ID,ItemLot_Enemy ID,Name,Location #1,Model Mask Flags (Hex),Items Drop 1,Item Chance 1,Item Drop 2,Item Chance 2,Item Drop 3,Item Chance 3,Item Drop 4,Item Chance 4,Item Drop 5,Item Chance 5,Item Drop 6,Item Chance 6,Item Drop 7,Item Chance 7,Item Drop 8,Item Chance 8,Item Drop 9,Item Chance 9,Item Drop 10,Item Chance 10
41915200,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915220,-1,Tear Scarab,"Liurnia of the Lakes - Cuckoo's Evergaol, West of Meeting Place",280000,None,,,,,,,,,,,,,,,,,,,
41915535,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915540,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915542,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915554,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915560,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915562,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915564,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915565,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915566,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41915568,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41916160,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41916162,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41916164,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41916165,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41916166,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41917364,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41917365,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41917366,-1,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918062,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918064,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918065,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918066,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918068,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918120,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918140,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41918940,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41919062,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41919064,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41919065,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41919068,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41919140,419100000,Tear Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41920000,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41920040,-1,Ash Scarab,"Caelid - West Sellia, Sellia Crystal Tunnel Entrance",20000000,None,,,,,,,,,,,,,,,,,,,
41920042,-1,Ash Scarab,Greyoll's Dragonbarrow - Dragonbarrow Fork,20000000,None,,,,,,,,,,,,,,,,,,,
41921000,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41921040,-1,Ash Scarab,Caelid - East Aeonia Swamp,20000000,None,,,,,,,,,,,,,,,,,,,
41921042,-1,Ash Scarab,"Caelid - West Sellia, Sellia Crystal Tunnel Entrance",20000000,None,,,,,,,,,,,,,,,,,,,
41922000,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41922020,-1,Ash Scarab,"Liurnia of the Lakes - Southeast Ravine, Lake at Caria Manor Entrance; Bellum Highway - Bellum Church",300000,None,,,,,,,,,,,,,,,,,,,
41922050,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41922052,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41922200,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41922250,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41922252,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41923000,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41923050,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41923052,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41923200,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41923250,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41923252,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41924000,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41924050,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41924052,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41924200,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41924250,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41924252,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41925000,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41925050,-1,Ash Scarab,Divine Tower of East Altus,280000,None,,,,,,,,,,,,,,,,,,,
41925052,-1,Ash Scarab,Consecrated Snowfield - East of Ordina,280000,None,,,,,,,,,,,,,,,,,,,
41925200,-1,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
41925250,-1,Ash Scarab,Mountaintops of the Giants - Southwest Giants' Gravepost,280000,None,,,,,,,,,,,,,,,,,,,
41927064,419200000,Ash Scarab,Unused,,None,,,,,,,,,,,,,,,,,,,
42000000,420000000,Giant Bat,Unused,,None,,,,,,,,,,,,,,,,,,,
42000010,420000010,Giant Bat,Highroad Cave,200000,Golden Rune [1],2.00%,Golden Rune [2],2.00%,,,,,,,,,,,,,,,,
42000011,420000010,Giant Bat,Unused,,Golden Rune [1],2.00%,Golden Rune [2],2.00%,,,,,,,,,,,,,,,,
42000012,420000010,Giant Bat,"Weeping Peninsula - Fourth Church of Marika, Witchbane Ruins",200000,Golden Rune [1],2.00%,Golden Rune [2],2.00%,,,,,,,,,,,,,,,,
42000014,420000010,Giant Bat,Stormveil Castle,200000,Golden Rune [1],2.00%,Golden Rune [2],2.00%,,,,,,,,,,,,,,,,
42000020,420000020,Giant Bat,Stillwater Cave,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000026,420000020,Giant Bat,Ruin-Strewn Precipice,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000033,420000040,Giant Bat,Capital Outskirts - Southwest Outer Wall Battleground,200000,Golden Rune [6],1.00%,Golden Rune [7],1.00%,Golden Rune [8],1.00%,Golden Rune [9],1.00%,,,,,,,,,,,,
42000038,420000040,Giant Bat,Volcano Manor,200000,Golden Rune [6],1.00%,Golden Rune [7],1.00%,Golden Rune [8],1.00%,Golden Rune [9],1.00%,,,,,,,,,,,,
42000040,420000020,Giant Bat,Caelid - Gowry's Shack,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000042,420000020,Giant Bat,Greyoll's Dragonbarrow - Fort Faroth,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000050,420000050,Giant Bat,"Mountaintops of the Giants - Ancient Snow Valley Ruins, Stargazers' Ruins",200000,Golden Rune [10],2.00%,Golden Rune [11],2.00%,,,,,,,,,,,,,,,,
42000064,420000020,Giant Bat,Unused,,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000100,420000000,Giant Bat,Unused,,None,,,,,,,,,,,,,,,,,,,
42000110,420000010,Giant Bat,Highroad Cave,200000,Golden Rune [1],2.00%,Golden Rune [2],2.00%,,,,,,,,,,,,,,,,
42000112,420000010,Giant Bat,Weeping Peninsula - Tower of Return,200000,Golden Rune [1],2.00%,Golden Rune [2],2.00%,,,,,,,,,,,,,,,,
42000120,420000020,Giant Bat,Stillwater Cave,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000126,420000020,Giant Bat,Ruin-Strewn Precipice,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000133,420000040,Giant Bat,Capital Outskirts - Southeast Outer Wall Battleground,200000,Golden Rune [6],1.00%,Golden Rune [7],1.00%,Golden Rune [8],1.00%,Golden Rune [9],1.00%,,,,,,,,,,,,
42000138,420000040,Giant Bat,Volcano Manor,200000,Golden Rune [6],1.00%,Golden Rune [7],1.00%,Golden Rune [8],1.00%,Golden Rune [9],1.00%,,,,,,,,,,,,
42000140,420000020,Giant Bat,Caelid - Gowry's Shack,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000141,420000020,Giant Bat,Caelid - Redmane Castle South Cliffside,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000142,420000020,Giant Bat,Greyoll's Dragonbarrow - Fort Faroth,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000150,420000050,Giant Bat,"Mountaintops of the Giants - Ancient Snow Valley Ruins, Stargazers' Ruins",200000,Golden Rune [10],2.00%,Golden Rune [11],2.00%,,,,,,,,,,,,,,,,
42000200,420000000,Giant Bat,Unused,,None,,,,,,,,,,,,,,,,,,,
42000210,420000010,Giant Bat,Highroad Cave,200000,Golden Rune [1],2.00%,Golden Rune [2],2.00%,,,,,,,,,,,,,,,,
42000226,420000020,Giant Bat,Ruin-Strewn Precipice,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000242,420000020,Giant Bat,Greyoll's Dragonbarrow - Bestial Sanctum,200000,Golden Rune [3],1.50%,Golden Rune [4],1.50%,Golden Rune [5],1.50%,,,,,,,,,,,,,,
42000250,420000050,Giant Bat,Unused,,Golden Rune [10],2.00%,Golden Rune [11],2.00%,,,,,,,,,,,,,,,,
42001000,420000100,Giant Bat,Unused,,None,,,,,,,,,,,,,,,,,,,
42001050,420000150,Giant Bat,"Mountaintops of the Giants - Shack of the Lofty; Consecrated Snowfield - Minor Erdtree, Albinauric Rise, Cave of the Forlorn Entrance",100000,Golden Rune [10],2.00%,Golden Rune [11],2.00%,,,,,,,,,,,,,,,,
42001100,420000100,Giant Bat,Unused,,None,,,,,,,,,,,,,,,,,,,
42001150,420000150,Giant Bat,"Mountaintops of the Giants - Ancient Snow Valley Ruins, Stargazers' Ruins",100000,Golden Rune [10],2.00%,Golden Rune [11],2.00%,,,,,,,,,,,,,,,,
42001200,420000100,Giant Bat,Unused,,None,,,,,,,,,,,,,,,,,,,
42001250,420000150,Giant Bat,Unused,,Golden Rune [10],2.00%,Golden Rune [11],2.00%,,,,,,,,,,,,,,,,
42010000,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010020,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010100,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010110,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010112,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010120,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010126,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010133,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010140,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010141,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42010142,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42011000,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42011026,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42011100,420100000,Bat Harpy,Moonlight Altar - Deep Ainsel Well,,None,,,,,,,,,,,,,,,,,,,
42011126,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42011142,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42017000,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42017020,420120010,Bat Harpy,Stillwater Cave,200000,Golden Rune [6],100.00%,,,,,,,,,,,,,,,,,,
42017400,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42017412,420112000,Bat Harpy,Weeping Peninsula - Castle Morne Approach Northwest Cliffside,200000,Golden Rune [6],100.00%,,,,,,,,,,,,,,,,,,
42017420,420120000,Bat Harpy,"Liurnia of the Lakes - Cuckoo's Evergaol, West of Meeting Place",200000,Golden Rune [6],100.00%,,,,,,,,,,,,,,,,,,
42017426,420126000,Bat Harpy,Ruin-Strewn Precipice,200000,Golden Rune [6],100.00%,,,,,,,,,,,,,,,,,,
42017433,420133000,Bat Harpy,Capital Outskirts - Southwest Outer Wall Battleground,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017440,420140000,Bat Harpy,Caelid - Gowry's Shack,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017441,420141000,Bat Harpy,Caelid - Redmane Castle South Cliffside,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017442,420141010,Bat Harpy,Greyoll's Dragonbarrow - Fort Faroth,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017500,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42017526,420126020,Bat Harpy,Ruin-Strewn Precipice,200000,Golden Rune [6],100.00%,,,,,,,,,,,,,,,,,,
42017540,420140010,Bat Harpy,Caelid - Gowry's Shack,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017542,420141020,Bat Harpy,Greyoll's Dragonbarrow - Fort Faroth,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017600,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42017640,420140020,Bat Harpy,Caelid - Gowry's Shack,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017642,420141030,Bat Harpy,Greyoll's Dragonbarrow - Fort Faroth,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017700,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42017740,420140030,Bat Harpy,Caelid - Gowry's Shack,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42017800,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42017840,420140040,Bat Harpy,Caelid - Gowry's Shack,200000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42018000,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42018026,420126010,Bat Harpy,Ruin-Strewn Precipice,100000,Golden Rune [6],100.00%,,,,,,,,,,,,,,,,,,
42018042,420141040,Bat Harpy,Greyoll's Dragonbarrow - Fort Faroth,100000,Golden Rune [9],100.00%,,,,,,,,,,,,,,,,,,
42018100,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42018126,420100000,Bat Harpy,Unused,,None,,,,,,,,,,,,,,,,,,,
42100000,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42100014,421000000,Warhawk,Stormveil Castle,80240000,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42100100,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42100114,421000000,Warhawk,Stormveil Castle,80240000,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42100200,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42100214,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101000,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101014,421000000,Warhawk,Stormveil Castle,80100000,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101033,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101100,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101114,421000000,Warhawk,Stormveil Castle,80100000,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101150,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101200,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101214,421000000,Warhawk,Stormveil Castle,80100000,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42101250,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42102000,421000100,Warhawk,Unused,,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,,,
42102010,421000100,Warhawk,Divine Tower of Limgrave,40100000,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,,,
42102072,421000100,Warhawk,Crumbling Farum Azula,40100000,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,,,
42103000,421000100,Warhawk,Unused,,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,,,
42103050,421000100,Warhawk,"Mountaintops of the Giants - West Zamor Ruins, Grand Lift of Rold",40080000,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,,,
42104000,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42104051,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42104500,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42104551,421000000,Warhawk,"Mountaintops of the Giants - South Castle Sol, Snow Valley Ruins Overlook",800C0000,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42105000,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42105051,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42105500,421000000,Warhawk,Unused,,Warhawk's Talon,2.00%,Stormhawk Feather,15.00%,Flight Pinion,15.00%,,,,,,,,,,,,,,
42200000,422000000,Giant Land Octopus,Unused,,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200010,422000000,Giant Land Octopus,Highroad Cave,A000000C,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200012,422000000,Giant Land Octopus,Weeping Peninsula - North of Fourth Church of Marika,A000000C,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200020,422000000,Giant Land Octopus,Liurnia of the Lakes - Revenger's Shack,A000000C,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200026,422000000,Giant Land Octopus,Ruin-Strewn Precipice,A000000C,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200032,422000000,Giant Land Octopus,Unused,,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200040,422000000,Giant Land Octopus,Gael Tunnel,A000000C,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200050,422000000,Giant Land Octopus,Unused,,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200052,422000000,Giant Land Octopus,Hidden Path to the Haligtree,A000000C,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42200064,422000000,Giant Land Octopus,Siofra River,A000000C,Land Octopus Ovary,100.00%,Strip of White Flesh,25.00%,,,,,,,,,,,,,,,,
42300000,423000000,Small Land Octopus,Unused,,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300010,423000000,Small Land Octopus,Highroad Cave,0,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300012,423000000,Small Land Octopus,Weeping Peninsula - Tower of Return,0,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300020,423000000,Small Land Octopus,Liurnia of the Lakes - Revenger's Shack,0,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300026,423000000,Small Land Octopus,Ruin-Strewn Precipice,0,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300032,423000000,Small Land Octopus,Unused,,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300040,423000000,Small Land Octopus,Gael Tunnel,0,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300050,423000000,Small Land Octopus,Unused,,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300052,423000000,Small Land Octopus,Hidden Path to the Haligtree,0,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300064,423000000,Small Land Octopus,Siofra River,0,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,,,
42300830,423030000,Small Land Octopus,"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",0,Sacramental Bud,3.00%,Octopus Head,0.50%,Land Octopus Ovary,5.00%,Strip of White Flesh,5.00%,,,,,,,,,,,,
42300852,423052000,Small Land Octopus,"Consecrated Snowfield - Ordina, Liturgical Town",,None,,,,,,,,,,,,,,,,,,,
42400000,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400020,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400021,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400032,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400034,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400035,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400100,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400150,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400200,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42400221,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405000,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405050,424050000,Large Fingercreeper,Mountaintops of the Giants - East Zamor Ruins,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405100,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405150,424050010,Large Fingercreeper,Mountaintops of the Giants - East Zamor Ruins,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405200,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405250,424050020,Large Fingercreeper,Mountaintops of the Giants - Southwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405300,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405350,424050030,Large Fingercreeper,Mountaintops of the Giants - Southwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405400,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405450,424050040,Large Fingercreeper,Mountaintops of the Giants - Southwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405500,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405550,424050050,Large Fingercreeper,Mountaintops of the Giants - Southwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405600,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405650,424050060,Large Fingercreeper,Mountaintops of the Giants - Southwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405700,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405750,424050070,Large Fingercreeper,Mountaintops of the Giants - Northwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42405800,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42405850,424050080,Large Fingercreeper,Mountaintops of the Giants - Northwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42406000,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42406050,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42406100,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
42406150,424050090,Large Fingercreeper,Mountaintops of the Giants - Northwest Giants' Gravepost,0,Somber Smithing Stone [7],100.00%,,,,,,,,,,,,,,,,,,
42406200,424000000,Large Fingercreeper,Unused,,None,,,,,,,,,,,,,,,,,,,
