Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Obtainable,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Reinforce Type ID,Behavior Variation ID,AtkParam ID,Base Stamina Cost,Stamina Usage %,multiplied
Hoslow's Cold Petal Whip,Hoslow's Petal Whip,Cold,Whip,,Strike,"Metal whip formed of razor-sharp chain-link blades that have the appearance of flower petals. This work of art is handed down through the generations of the illustrious House Hoslow. High dexterity is required to wield this weapon, but it excels at inflicting devastating blood loss. ""The tale of House Hoslow is told in blood.""",Causes frost buildup (66),Causes blood loss buildup (50),-,Kick,0,3.5,100,230,100,10,20,0,0,0,No,Yes,No,No,Yes,No,Yes,20050900,20,05,0900,43,-,-1,10765,900,2000,2000000,15,1.13,16.95
Hoslow's Poison Petal Whip,Hoslow's Petal Whip,Poison,Whip,,Strike,"Metal whip formed of razor-sharp chain-link blades that have the appearance of flower petals. This work of art is handed down through the generations of the illustrious House Hoslow. High dexterity is required to wield this weapon, but it excels at inflicting devastating blood loss. ""The tale of House Hoslow is told in blood.""",Causes poison buildup (66),Causes blood loss buildup (50),-,Kick,0,3.5,100,230,100,10,20,0,0,0,No,Yes,No,No,Yes,No,Yes,20051000,20,05,1000,43,-,-1,10765,1000,2000,2000000,15,1.13,16.95
Hoslow's Blood Petal Whip,Hoslow's Petal Whip,Blood,Whip,,Strike,"Metal whip formed of razor-sharp chain-link blades that have the appearance of flower petals. This work of art is handed down through the generations of the illustrious House Hoslow. High dexterity is required to wield this weapon, but it excels at inflicting devastating blood loss. ""The tale of House Hoslow is told in blood.""",Causes blood loss buildup (57),-,-,Kick,0,3.5,100,230,100,10,20,0,0,0,No,Yes,No,No,Yes,No,Yes,20051100,20,05,1100,43,-,-1,10765,1100,2000,2000000,15,1.13,16.95
Hoslow's Occult Petal Whip,Hoslow's Petal Whip,Occult,Whip,,Strike,"Metal whip formed of razor-sharp chain-link blades that have the appearance of flower petals. This work of art is handed down through the generations of the illustrious House Hoslow. High dexterity is required to wield this weapon, but it excels at inflicting devastating blood loss. ""The tale of House Hoslow is told in blood.""",Causes blood loss buildup (50),-,-,Kick,0,3.5,100,230,100,10,20,0,0,0,No,Yes,No,No,Yes,No,Yes,20051200,20,05,1200,43,-,-1,10765,1200,2000,2000000,15,1.13,16.95
Giant's Red Braid,Giant's Red Braid,-,Whip,,Strike,"Hefty whip woven from the flame-red hair of a Fire Giant. Every giant is red of hair, and Radagon was said to have despised his own red locks. Perhaps that was a curse of their kind.",-,-,-,Flame Dance,25,2.5,1000,180,100,18,12,0,21,0,No,Yes,No,No,No,No,Yes,20060000,20,06,0000,43,-,-1,10766,2200,2006,302006900,17,1.03,17.51
Urumi,Urumi,Standard,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,Yes,Yes,20070000,20,07,0000,43,-,-1,10767,0,2005,2002100,25,1.06,26.5
Heavy Urumi,Urumi,Heavy,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,Yes,Yes,20070100,20,07,0100,43,-,-1,10767,100,2005,2002100,25,1.06,26.5
Keen Urumi,Urumi,Keen,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,Yes,Yes,20070200,20,07,0200,43,-,-1,10767,200,2005,2002100,25,1.06,26.5
Quality Urumi,Urumi,Quality,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,Yes,Yes,20070300,20,07,0300,43,-,-1,10767,300,2005,2002100,25,1.06,26.5
Fire Urumi,Urumi,Fire,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20070400,20,07,0400,43,-,-1,10767,400,2005,2002100,25,1.06,26.5
Flame Art Urumi,Urumi,Flame Art,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20070500,20,07,0500,43,-,-1,10767,500,2005,2002100,25,1.06,26.5
Lightning Urumi,Urumi,Lightning,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20070600,20,07,0600,43,-,-1,10767,600,2005,2002100,25,1.06,26.5
Sacred Urumi,Urumi,Sacred,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20070700,20,07,0700,43,-,-1,10767,700,2005,2002100,25,1.06,26.5
Magic Urumi,Urumi,Magic,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20070800,20,07,0800,43,-,-1,10767,800,2005,2002100,25,1.06,26.5
Cold Urumi,Urumi,Cold,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",Causes frost buildup (66),-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20070900,20,07,0900,43,-,-1,10767,900,2005,2002100,25,1.06,26.5
Poison Urumi,Urumi,Poison,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",Causes poison buildup (66),-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20071000,20,07,1000,43,-,-1,10767,1000,2005,2002100,25,1.06,26.5
Blood Urumi,Urumi,Blood,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",Causes blood loss buildup (57),-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20071100,20,07,1100,43,-,-1,10767,1100,2005,2002100,25,1.06,26.5
Occult Urumi,Urumi,Occult,Whip,,Slash,"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.",-,-,-,Kick,0,3,200,180,100,10,19,0,0,0,No,No,Yes,No,Yes,No,Yes,20071200,20,07,1200,43,-,-1,10767,1200,2005,2002100,25,1.06,26.5
Caestus,Caestus,Standard,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21000000,21,00,0000,42,-,-1,10800,0,2102,2102100,13,1,13
Heavy Caestus,Caestus,Heavy,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21000100,21,00,0100,42,-,-1,10800,100,2102,2102100,13,1,13
Keen Caestus,Caestus,Keen,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21000200,21,00,0200,42,-,-1,10800,200,2102,2102100,13,1,13
Quality Caestus,Caestus,Quality,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21000300,21,00,0300,42,-,-1,10800,300,2102,2102100,13,1,13
Fire Caestus,Caestus,Fire,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21000400,21,00,0400,42,-,-1,10800,400,2102,2102100,13,1,13
Flame Art Caestus,Caestus,Flame Art,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21000500,21,00,0500,42,-,-1,10800,500,2102,2102100,13,1,13
Lightning Caestus,Caestus,Lightning,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21000600,21,00,0600,42,-,-1,10800,600,2102,2102100,13,1,13
Sacred Caestus,Caestus,Sacred,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21000700,21,00,0700,42,-,-1,10800,700,2102,2102100,13,1,13
Magic Caestus,Caestus,Magic,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21000800,21,00,0800,42,-,-1,10800,800,2102,2102100,13,1,13
Cold Caestus,Caestus,Cold,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes frost buildup (66),-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21000900,21,00,0900,42,-,-1,10800,900,2102,2102100,13,1,13
Poison Caestus,Caestus,Poison,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes poison buildup (66),-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21001000,21,00,1000,42,-,-1,10800,1000,2102,2102100,13,1,13
Blood Caestus,Caestus,Blood,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (57),-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21001100,21,00,1100,42,-,-1,10800,1100,2102,2102100,13,1,13
Occult Caestus,Caestus,Occult,Fist,,Strike,"A weapon built for striking with the fists, made of tough leather inlaid with iron rivets. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",-,-,-,Endure,9,1.5,100,140,100,8,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21001200,21,00,1200,42,-,-1,10800,1200,2102,2102100,13,1,13
Spiked Caestus,Spiked Caestus,Standard,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21010000,21,01,0000,42,-,-1,10801,0,2102,2102100,13,1,13
Heavy Spiked Caestus,Spiked Caestus,Heavy,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21010100,21,01,0100,42,-,-1,10801,100,2102,2102100,13,1,13
Keen Spiked Caestus,Spiked Caestus,Keen,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21010200,21,01,0200,42,-,-1,10801,200,2102,2102100,13,1,13
Quality Spiked Caestus,Spiked Caestus,Quality,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21010300,21,01,0300,42,-,-1,10801,300,2102,2102100,13,1,13
Fire Spiked Caestus,Spiked Caestus,Fire,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21010400,21,01,0400,42,-,-1,10801,400,2102,2102100,13,1,13
Flame Art Spiked Caestus,Spiked Caestus,Flame Art,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21010500,21,01,0500,42,-,-1,10801,500,2102,2102100,13,1,13
Lightning Spiked Caestus,Spiked Caestus,Lightning,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21010600,21,01,0600,42,-,-1,10801,600,2102,2102100,13,1,13
Sacred Spiked Caestus,Spiked Caestus,Sacred,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21010700,21,01,0700,42,-,-1,10801,700,2102,2102100,13,1,13
Magic Spiked Caestus,Spiked Caestus,Magic,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (45),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21010800,21,01,0800,42,-,-1,10801,800,2102,2102100,13,1,13
Cold Spiked Caestus,Spiked Caestus,Cold,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes frost buildup (66),Causes blood loss buildup (38),-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21010900,21,01,0900,42,-,-1,10801,900,2102,2102100,13,1,13
Poison Spiked Caestus,Spiked Caestus,Poison,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes poison buildup (66),Causes blood loss buildup (38),-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21011000,21,01,1000,42,-,-1,10801,1000,2102,2102100,13,1,13
Blood Spiked Caestus,Spiked Caestus,Blood,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (57),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21011100,21,01,1100,42,-,-1,10801,1100,2102,2102100,13,1,13
Occult Spiked Caestus,Spiked Caestus,Occult,Fist,,Strike,"A caestus with the rivets replaced by blood loss-inducing spikes. Fist weapons come in pairs, and two-handing this weapon will equip it to both hands.",Causes blood loss buildup (38),-,-,Endure,9,2,100,160,100,8,10,0,0,0,No,Yes,No,No,Yes,No,Yes,21011200,21,01,1200,42,-,-1,10801,1200,2102,2102100,13,1,13
Grafted Dragon,Grafted Dragon,-,Fist,,Strike,"The embodiment of the power that still remained in the dragon's head that was grafted to Godrick's left arm. The wielder's arm will take the form of a small dragon, sprouting sharp dragon fangs at the fist. This weapon cannot be two-handed.",-,-,-,Bear Witness!,20,2.5,200,190,100,20,14,0,16,0,No,Yes,No,No,No,No,Yes,21060000,21,06,0000,42,-,-1,10806,2200,2106,2385,0,1.1,0
Iron Ball,Iron Ball,Standard,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21070000,21,07,0000,42,-,-1,10807,0,2100,2100000,8,1.06,8.48
Heavy Iron Ball,Iron Ball,Heavy,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21070100,21,07,0100,42,-,-1,10807,6000,2100,2100000,8,1.06,8.48
Keen Iron Ball,Iron Ball,Keen,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21070200,21,07,0200,42,-,-1,10807,200,2100,2100000,8,1.06,8.48
Quality Iron Ball,Iron Ball,Quality,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21070300,21,07,0300,42,-,-1,10807,300,2100,2100000,8,1.06,8.48
Fire Iron Ball,Iron Ball,Fire,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21070400,21,07,0400,42,-,-1,10807,400,2100,2100000,8,1.06,8.48
Flame Art Iron Ball,Iron Ball,Flame Art,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21070500,21,07,0500,42,-,-1,10807,500,2100,2100000,8,1.06,8.48
Lightning Iron Ball,Iron Ball,Lightning,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21070600,21,07,0600,42,-,-1,10807,600,2100,2100000,8,1.06,8.48
Sacred Iron Ball,Iron Ball,Sacred,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21070700,21,07,0700,42,-,-1,10807,700,2100,2100000,8,1.06,8.48
Magic Iron Ball,Iron Ball,Magic,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21070800,21,07,0800,42,-,-1,10807,800,2100,2100000,8,1.06,8.48
Cold Iron Ball,Iron Ball,Cold,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",Causes frost buildup (66),-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21070900,21,07,0900,42,-,-1,10807,900,2100,2100000,8,1.06,8.48
Poison Iron Ball,Iron Ball,Poison,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",Causes poison buildup (66),-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21071000,21,07,1000,42,-,-1,10807,1000,2100,2100000,8,1.06,8.48
Blood Iron Ball,Iron Ball,Blood,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",Causes blood loss buildup (57),-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21071100,21,07,1100,42,-,-1,10807,1100,2100,2100000,8,1.06,8.48
Occult Iron Ball,Iron Ball,Occult,Fist,,Strike,"Iron manifer of spherical shape. Big Boggart the blackguard's weapon of choice. Not a weapon to be taken lightly, as its weighty blows shatter bones with ease.",-,-,-,Endure,9,2.5,100,200,100,11,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21071200,21,07,1200,42,-,-1,10807,1200,2100,2100000,8,1.06,8.48
Star Fist,Star Fist,Standard,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21080000,21,08,0000,42,-,-1,10808,0,2100,2100000,8,1.145,9.16
Heavy Star Fist,Star Fist,Heavy,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21080100,21,08,0100,42,-,-1,10808,6000,2100,2100000,8,1.145,9.16
Keen Star Fist,Star Fist,Keen,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21080200,21,08,0200,42,-,-1,10808,200,2100,2100000,8,1.145,9.16
Quality Star Fist,Star Fist,Quality,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,Yes,Yes,21080300,21,08,0300,42,-,-1,10808,300,2100,2100000,8,1.145,9.16
Fire Star Fist,Star Fist,Fire,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21080400,21,08,0400,42,-,-1,10808,400,2100,2100000,8,1.145,9.16
Flame Art Star Fist,Star Fist,Flame Art,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21080500,21,08,0500,42,-,-1,10808,500,2100,2100000,8,1.145,9.16
Lightning Star Fist,Star Fist,Lightning,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21080600,21,08,0600,42,-,-1,10808,600,2100,2100000,8,1.145,9.16
Sacred Star Fist,Star Fist,Sacred,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21080700,21,08,0700,42,-,-1,10808,700,2100,2100000,8,1.145,9.16
Magic Star Fist,Star Fist,Magic,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (45),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21080800,21,08,0800,42,-,-1,10808,800,2100,2100000,8,1.145,9.16
Cold Star Fist,Star Fist,Cold,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes frost buildup (66),Causes blood loss buildup (38),-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21080900,21,08,0900,42,-,-1,10808,900,2100,2100000,8,1.145,9.16
Poison Star Fist,Star Fist,Poison,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes poison buildup (66),Causes blood loss buildup (38),-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21081000,21,08,1000,42,-,-1,10808,1000,2100,2100000,8,1.145,9.16
Blood Star Fist,Star Fist,Blood,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (57),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21081100,21,08,1100,42,-,-1,10808,1100,2100,2100000,8,1.145,9.16
Occult Star Fist,Star Fist,Occult,Fist,,Strike,Spherical iron manifer covered in spikes which induce blood loss. Used in brutal games of pugilism.,Causes blood loss buildup (38),-,-,Endure,9,3,100,220,100,12,8,0,0,0,No,Yes,No,No,Yes,No,Yes,21081200,21,08,1200,42,-,-1,10808,1200,2100,2100000,8,1.145,9.16
Katar,Katar,Standard,Fist,,Slash/Pierce,Imported dagger design with a rather unique handle. The blade can be swung about as the extension of one's fist.,-,-,-,Impaling Thrust,9,2.5,100,170,110,8,10,0,0,0,No,No,Yes,Yes,Yes,Yes,Yes,21100000,21,10,0000,42,-,-1,10809,0,2101,2101000,8,1.07,8.56
