ID,Name,Reinforce Type ID,Phys,Mag,Fire,Ligh,Holy,Stability,Resist,Phys +1,Mag +1,Fire +1,Ligh +1,Holy +1,Stability +1,Resist +1,Phys +2,Mag +2,Fire +2,Ligh +2,Holy +2,Stability +2,Resist +2,Phys +3,Mag +3,Fire +3,Ligh +3,Holy +3,Stability +3,Resist +3,Phys +4,Mag +4,Fire +4,Ligh +4,Holy +4,Stability +4,Resist +4,Phys +5,Mag +5,Fire +5,Ligh +5,Holy +5,Stability +5,Resist +5,Phys +6,Mag +6,Fire +6,Ligh +6,Holy +6,Stability +6,Resist +6,Phys +7,Mag +7,Fire +7,Ligh +7,Holy +7,Stability +7,Resist +7,Phys +8,Mag +8,Fire +8,Ligh +8,Holy +8,Stability +8,Resist +8,Phys +9,Mag +9,Fire +9,Ligh +9,Holy +9,Stability +9,Resist +9,Phys +10,Mag +10,Fire +10,Ligh +10,Holy +10,Stability +10,Resist +10,Phys +11,Mag +11,Fire +11,Ligh +11,Holy +11,Stability +11,Resist +11,Phys +12,Mag +12,Fire +12,Ligh +12,Holy +12,Stability +12,Resist +12,Phys +13,Mag +13,Fire +13,Ligh +13,Holy +13,Stability +13,Resist +13,Phys +14,Mag +14,Fire +14,Ligh +14,Holy +14,Stability +14,Resist +14,Phys +15,Mag +15,Fire +15,Ligh +15,Holy +15,Stability +15,Resist +15,Phys +16,Mag +16,Fire +16,Ligh +16,Holy +16,Stability +16,Resist +16,Phys +17,Mag +17,Fire +17,Ligh +17,Holy +17,Stability +17,Resist +17,Phys +18,Mag +18,Fire +18,Ligh +18,Holy +18,Stability +18,Resist +18,Phys +19,Mag +19,Fire +19,Ligh +19,Holy +19,Stability +19,Resist +19,Phys +20,Mag +20,Fire +20,Ligh +20,Holy +20,Stability +20,Resist +20,Phys +21,Mag +21,Fire +21,Ligh +21,Holy +21,Stability +21,Resist +21,Phys +22,Mag +22,Fire +22,Ligh +22,Holy +22,Stability +22,Resist +22,Phys +23,Mag +23,Fire +23,Ligh +23,Holy +23,Stability +23,Resist +23,Phys +24,Mag +24,Fire +24,Ligh +24,Holy +24,Stability +24,Resist +24,Phys +25,Mag +25,Fire +25,Ligh +25,Holy +25,Stability +25,Resist +25
13010300,Quality Flail,300,36,24,24,24,24,20,15,36,24,24,24,24,20.2,15,36,24,24,24,24,20.2,15,36,24,24,24,24,20.4,15,36,24,24,24,24,20.4,15,36,24,24,24,24,20.6,15,36,24,24,24,24,20.6,15,36,24,24,24,24,20.8,15,36,24,24,24,24,20.8,15,36,24,24,24,24,20.8,15,36,24,24,24,24,21,15,36,24,24,24,24,21,15,36,24,24,24,24,21,15,36,24,24,24,24,21.2,15,36,24,24,24,24,21.2,15,36,24,24,24,24,21.2,15,36,24,24,24,24,21.4,15,36,24,24,24,24,21.4,15,36,24,24,24,24,21.4,15,36,24,24,24,24,21.6,15,36,24,24,24,24,21.6,15,36,24,24,24,24,21.6,15,36,24,24,24,24,21.8,15,36,24,24,24,24,21.8,15,36,24,24,24,24,21.8,15,36,24,24,24,24,22,15
13010400,Fire Flail,400,34.2,22.8,27.6,25.2,22.8,20,14.25,34.2,22.8,27.6,25.2,22.8,20,14.25,34.2,22.8,27.84,25.44,22.8,20,14.25,34.2,22.8,27.84,25.44,22.8,20,14.25,34.2,22.8,28.08,25.68,22.8,20,14.25,34.2,22.8,28.08,25.68,22.8,20,14.25,34.2,22.8,28.32,25.92,22.8,20,14.25,34.2,22.8,28.32,25.92,22.8,20,14.25,34.2,22.8,28.56,26.16,22.8,20,14.25,34.2,22.8,28.56,26.16,22.8,20,14.25,34.2,22.8,28.8,26.4,22.8,20,14.25,34.2,22.8,28.8,26.4,22.8,20,14.25,34.2,22.8,29.04,26.64,22.8,20,14.25,34.2,22.8,29.04,26.64,22.8,20,14.25,34.2,22.8,29.04,26.64,22.8,20,14.25,34.2,22.8,29.28,26.88,22.8,20,14.25,34.2,22.8,29.28,26.88,22.8,20,14.25,34.2,22.8,29.28,26.88,22.8,20,14.25,34.2,22.8,29.52,27.12,22.8,20,14.25,34.2,22.8,29.52,27.12,22.8,20,14.25,34.2,22.8,29.52,27.12,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,30,27.6,22.8,20,14.25
13010500,Flame Art Flail,500,34.2,22.8,27.6,25.2,22.8,20,14.25,34.2,22.8,27.6,25.2,22.8,20,14.25,34.2,22.8,27.84,25.44,22.8,20,14.25,34.2,22.8,27.84,25.44,22.8,20,14.25,34.2,22.8,28.08,25.68,22.8,20,14.25,34.2,22.8,28.08,25.68,22.8,20,14.25,34.2,22.8,28.32,25.92,22.8,20,14.25,34.2,22.8,28.32,25.92,22.8,20,14.25,34.2,22.8,28.56,26.16,22.8,20,14.25,34.2,22.8,28.56,26.16,22.8,20,14.25,34.2,22.8,28.8,26.4,22.8,20,14.25,34.2,22.8,28.8,26.4,22.8,20,14.25,34.2,22.8,29.04,26.64,22.8,20,14.25,34.2,22.8,29.04,26.64,22.8,20,14.25,34.2,22.8,29.04,26.64,22.8,20,14.25,34.2,22.8,29.28,26.88,22.8,20,14.25,34.2,22.8,29.28,26.88,22.8,20,14.25,34.2,22.8,29.28,26.88,22.8,20,14.25,34.2,22.8,29.52,27.12,22.8,20,14.25,34.2,22.8,29.52,27.12,22.8,20,14.25,34.2,22.8,29.52,27.12,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,29.76,27.36,22.8,20,14.25,34.2,22.8,30,27.6,22.8,20,14.25
13010600,Lightning Flail,600,34.2,22.8,25.2,27.6,22.8,20,14.25,34.2,22.8,25.2,27.6,22.8,20,14.25,34.2,22.8,25.44,27.84,22.8,20,14.25,34.2,22.8,25.44,27.84,22.8,20,14.25,34.2,22.8,25.68,28.08,22.8,20,14.25,34.2,22.8,25.68,28.08,22.8,20,14.25,34.2,22.8,25.92,28.32,22.8,20,14.25,34.2,22.8,25.92,28.32,22.8,20,14.25,34.2,22.8,26.16,28.56,22.8,20,14.25,34.2,22.8,26.16,28.56,22.8,20,14.25,34.2,22.8,26.4,28.8,22.8,20,14.25,34.2,22.8,26.4,28.8,22.8,20,14.25,34.2,22.8,26.64,29.04,22.8,20,14.25,34.2,22.8,26.64,29.04,22.8,20,14.25,34.2,22.8,26.64,29.04,22.8,20,14.25,34.2,22.8,26.88,29.28,22.8,20,14.25,34.2,22.8,26.88,29.28,22.8,20,14.25,34.2,22.8,26.88,29.28,22.8,20,14.25,34.2,22.8,27.12,29.52,22.8,20,14.25,34.2,22.8,27.12,29.52,22.8,20,14.25,34.2,22.8,27.12,29.52,22.8,20,14.25,34.2,22.8,27.36,29.76,22.8,20,14.25,34.2,22.8,27.36,29.76,22.8,20,14.25,34.2,22.8,27.36,29.76,22.8,20,14.25,34.2,22.8,27.36,29.76,22.8,20,14.25,34.2,22.8,27.6,30,22.8,20,14.25
13010700,Sacred Flail,700,34.2,25.2,22.8,22.8,27.6,20,14.25,34.2,25.2,22.8,22.8,27.6,20,14.25,34.2,25.44,22.8,22.8,27.84,20,14.25,34.2,25.44,22.8,22.8,27.84,20,14.25,34.2,25.68,22.8,22.8,28.08,20,14.25,34.2,25.68,22.8,22.8,28.08,20,14.25,34.2,25.92,22.8,22.8,28.32,20,14.25,34.2,25.92,22.8,22.8,28.32,20,14.25,34.2,26.16,22.8,22.8,28.56,20,14.25,34.2,26.16,22.8,22.8,28.56,20,14.25,34.2,26.4,22.8,22.8,28.8,20,14.25,34.2,26.4,22.8,22.8,28.8,20,14.25,34.2,26.64,22.8,22.8,29.04,20,14.25,34.2,26.64,22.8,22.8,29.04,20,14.25,34.2,26.64,22.8,22.8,29.04,20,14.25,34.2,26.88,22.8,22.8,29.28,20,14.25,34.2,26.88,22.8,22.8,29.28,20,14.25,34.2,26.88,22.8,22.8,29.28,20,14.25,34.2,27.12,22.8,22.8,29.52,20,14.25,34.2,27.12,22.8,22.8,29.52,20,14.25,34.2,27.12,22.8,22.8,29.52,20,14.25,34.2,27.36,22.8,22.8,29.76,20,14.25,34.2,27.36,22.8,22.8,29.76,20,14.25,34.2,27.36,22.8,22.8,29.76,20,14.25,34.2,27.36,22.8,22.8,29.76,20,14.25,34.2,27.6,22.8,22.8,30,20,14.25
13010800,Magic Flail,800,34.2,27.6,22.8,22.8,25.2,20,14.25,34.2,27.6,22.8,22.8,25.2,20,14.25,34.2,27.84,22.8,22.8,25.44,20,14.25,34.2,27.84,22.8,22.8,25.44,20,14.25,34.2,28.08,22.8,22.8,25.68,20,14.25,34.2,28.08,22.8,22.8,25.68,20,14.25,34.2,28.32,22.8,22.8,25.92,20,14.25,34.2,28.32,22.8,22.8,25.92,20,14.25,34.2,28.56,22.8,22.8,26.16,20,14.25,34.2,28.56,22.8,22.8,26.16,20,14.25,34.2,28.8,22.8,22.8,26.4,20,14.25,34.2,28.8,22.8,22.8,26.4,20,14.25,34.2,29.04,22.8,22.8,26.64,20,14.25,34.2,29.04,22.8,22.8,26.64,20,14.25,34.2,29.04,22.8,22.8,26.64,20,14.25,34.2,29.28,22.8,22.8,26.88,20,14.25,34.2,29.28,22.8,22.8,26.88,20,14.25,34.2,29.28,22.8,22.8,26.88,20,14.25,34.2,29.52,22.8,22.8,27.12,20,14.25,34.2,29.52,22.8,22.8,27.12,20,14.25,34.2,29.52,22.8,22.8,27.12,20,14.25,34.2,29.76,22.8,22.8,27.36,20,14.25,34.2,29.76,22.8,22.8,27.36,20,14.25,34.2,29.76,22.8,22.8,27.36,20,14.25,34.2,29.76,22.8,22.8,27.36,20,14.25,34.2,30,22.8,22.8,27.6,20,14.25
13010900,Cold Flail,900,34.2,25.2,22.8,22.8,22.8,20,14.25,34.2,25.2,22.8,22.8,22.8,20,14.25,34.2,25.44,22.8,22.8,22.8,20,14.25,34.2,25.44,22.8,22.8,22.8,20,14.25,34.2,25.68,22.8,22.8,22.8,20,14.25,34.2,25.68,22.8,22.8,22.8,20,14.25,34.2,25.92,22.8,22.8,22.8,20,14.25,34.2,25.92,22.8,22.8,22.8,20,14.25,34.2,26.16,22.8,22.8,22.8,20,14.25,34.2,26.16,22.8,22.8,22.8,20,14.25,34.2,26.16,22.8,22.8,22.8,20,14.25,34.2,26.4,22.8,22.8,22.8,20,14.25,34.2,26.4,22.8,22.8,22.8,20,14.25,34.2,26.4,22.8,22.8,22.8,20,14.25,34.2,26.64,22.8,22.8,22.8,20,14.25,34.2,26.64,22.8,22.8,22.8,20,14.25,34.2,26.88,22.8,22.8,22.8,20,14.25,34.2,26.88,22.8,22.8,22.8,20,14.25,34.2,26.88,22.8,22.8,22.8,20,14.25,34.2,27.12,22.8,22.8,22.8,20,14.25,34.2,27.12,22.8,22.8,22.8,20,14.25,34.2,27.12,22.8,22.8,22.8,20,14.25,34.2,27.36,22.8,22.8,22.8,20,14.25,34.2,27.36,22.8,22.8,22.8,20,14.25,34.2,27.36,22.8,22.8,22.8,20,14.25,34.2,27.6,22.8,22.8,22.8,20,14.25
13011000,Poison Flail,1000,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15,34.2,22.8,22.8,22.8,22.8,20,15
13011100,Blood Flail,1100,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25,34.2,22.8,22.8,22.8,22.8,20,14.25
13011200,Occult Flail,1200,36,24,24,24,24,20,15,36,24,24,24,24,20.2,15,36,24,24,24,24,20.2,15,36,24,24,24,24,20.4,15,36,24,24,24,24,20.4,15,36,24,24,24,24,20.6,15,36,24,24,24,24,20.6,15,36,24,24,24,24,20.8,15,36,24,24,24,24,20.8,15,36,24,24,24,24,20.8,15,36,24,24,24,24,21,15,36,24,24,24,24,21,15,36,24,24,24,24,21,15,36,24,24,24,24,21.2,15,36,24,24,24,24,21.2,15,36,24,24,24,24,21.2,15,36,24,24,24,24,21.4,15,36,24,24,24,24,21.4,15,36,24,24,24,24,21.4,15,36,24,24,24,24,21.6,15,36,24,24,24,24,21.6,15,36,24,24,24,24,21.6,15,36,24,24,24,24,21.8,15,36,24,24,24,24,21.8,15,36,24,24,24,24,21.8,15,36,24,24,24,24,22,15
13020000,Family Heads,2200,37,36,26,26,26,20,15,37,36,26,26,26,20.2,15,37,36,26,26,26,20.4,15,37,36,26,26,26,20.6,15,37,36,26,26,26,20.8,15,37,36,26,26,26,21,15,37,36,26,26,26,21.2,15,37,36,26,26,26,21.4,15,37,36,26,26,26,21.6,15,37,36,26,26,26,21.8,15,37,36,26,26,26,22,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13030000,Bastard's Stars,2200,32,48,24,24,24,20,15,32,48,24,24,24,20.2,15,32,48,24,24,24,20.4,15,32,48,24,24,24,20.6,15,32,48,24,24,24,20.8,15,32,48,24,24,24,21,15,32,48,24,24,24,21.2,15,32,48,24,24,24,21.4,15,32,48,24,24,24,21.6,15,32,48,24,24,24,21.8,15,32,48,24,24,24,22,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13040000,Chainlink Flail,0,43,28,28,28,28,24,18,43,28,28,28,28,24.24,18,43,28,28,28,28,24.48,18,43,28,28,28,28,24.72,18,43,28,28,28,28,24.96,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.92,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.4,18,43,28,28,28,28,26.64,18,43,28,28,28,28,26.88,18,43,28,28,28,28,27.12,18,43,28,28,28,28,27.36,18,43,28,28,28,28,27.6,18,43,28,28,28,28,27.84,18,43,28,28,28,28,27.84,18,43,28,28,28,28,28.08,18,43,28,28,28,28,28.08,18,43,28,28,28,28,28.32,18,43,28,28,28,28,28.32,18,43,28,28,28,28,28.32,18,43,28,28,28,28,28.56,18,43,28,28,28,28,28.56,18,43,28,28,28,28,28.8,18
13040100,Heavy Chainlink Flail,6000,43,28,28,28,28,24,18,43,28,28,28,28,24.24,18,43,28,28,28,28,24.24,18,43,28,28,28,28,24.48,18,43,28,28,28,28,24.48,18,43,28,28,28,28,24.72,18,43,28,28,28,28,24.72,18,43,28,28,28,28,24.96,18,43,28,28,28,28,24.96,18,43,28,28,28,28,24.96,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.92,18,43,28,28,28,28,25.92,18,43,28,28,28,28,25.92,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.4,18
13040200,Keen Chainlink Flail,200,43,28,28,28,28,24,18,43,28,28,28,28,24.24,18,43,28,28,28,28,24.24,18,43,28,28,28,28,24.48,18,43,28,28,28,28,24.48,18,43,28,28,28,28,24.72,18,43,28,28,28,28,24.72,18,43,28,28,28,28,24.96,18,43,28,28,28,28,24.96,18,43,28,28,28,28,24.96,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.92,18,43,28,28,28,28,25.92,18,43,28,28,28,28,25.92,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.4,18
13040300,Quality Chainlink Flail,300,43,28,28,28,28,24,18,43,28,28,28,28,24.24,18,43,28,28,28,28,24.24,18,43,28,28,28,28,24.48,18,43,28,28,28,28,24.48,18,43,28,28,28,28,24.72,18,43,28,28,28,28,24.72,18,43,28,28,28,28,24.96,18,43,28,28,28,28,24.96,18,43,28,28,28,28,24.96,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.2,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.44,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.68,18,43,28,28,28,28,25.92,18,43,28,28,28,28,25.92,18,43,28,28,28,28,25.92,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.16,18,43,28,28,28,28,26.4,18
13040400,Fire Chainlink Flail,400,40.85,26.6,32.2,29.4,26.6,24,17.1,40.85,26.6,32.2,29.4,26.6,24,17.1,40.85,26.6,32.48,29.68,26.6,24,17.1,40.85,26.6,32.48,29.68,26.6,24,17.1,40.85,26.6,32.76,29.96,26.6,24,17.1,40.85,26.6,32.76,29.96,26.6,24,17.1,40.85,26.6,33.04,30.24,26.6,24,17.1,40.85,26.6,33.04,30.24,26.6,24,17.1,40.85,26.6,33.32,30.52,26.6,24,17.1,40.85,26.6,33.32,30.52,26.6,24,17.1,40.85,26.6,33.6,30.8,26.6,24,17.1,40.85,26.6,33.6,30.8,26.6,24,17.1,40.85,26.6,33.88,31.08,26.6,24,17.1,40.85,26.6,33.88,31.08,26.6,24,17.1,40.85,26.6,33.88,31.08,26.6,24,17.1,40.85,26.6,34.16,31.36,26.6,24,17.1,40.85,26.6,34.16,31.36,26.6,24,17.1,40.85,26.6,34.16,31.36,26.6,24,17.1,40.85,26.6,34.44,31.64,26.6,24,17.1,40.85,26.6,34.44,31.64,26.6,24,17.1,40.85,26.6,34.44,31.64,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,35,32.2,26.6,24,17.1
13040500,Flame Art Chainlink Flail,500,40.85,26.6,32.2,29.4,26.6,24,17.1,40.85,26.6,32.2,29.4,26.6,24,17.1,40.85,26.6,32.48,29.68,26.6,24,17.1,40.85,26.6,32.48,29.68,26.6,24,17.1,40.85,26.6,32.76,29.96,26.6,24,17.1,40.85,26.6,32.76,29.96,26.6,24,17.1,40.85,26.6,33.04,30.24,26.6,24,17.1,40.85,26.6,33.04,30.24,26.6,24,17.1,40.85,26.6,33.32,30.52,26.6,24,17.1,40.85,26.6,33.32,30.52,26.6,24,17.1,40.85,26.6,33.6,30.8,26.6,24,17.1,40.85,26.6,33.6,30.8,26.6,24,17.1,40.85,26.6,33.88,31.08,26.6,24,17.1,40.85,26.6,33.88,31.08,26.6,24,17.1,40.85,26.6,33.88,31.08,26.6,24,17.1,40.85,26.6,34.16,31.36,26.6,24,17.1,40.85,26.6,34.16,31.36,26.6,24,17.1,40.85,26.6,34.16,31.36,26.6,24,17.1,40.85,26.6,34.44,31.64,26.6,24,17.1,40.85,26.6,34.44,31.64,26.6,24,17.1,40.85,26.6,34.44,31.64,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,34.72,31.92,26.6,24,17.1,40.85,26.6,35,32.2,26.6,24,17.1
13040600,Lightning Chainlink Flail,600,40.85,26.6,29.4,32.2,26.6,24,17.1,40.85,26.6,29.4,32.2,26.6,24,17.1,40.85,26.6,29.68,32.48,26.6,24,17.1,40.85,26.6,29.68,32.48,26.6,24,17.1,40.85,26.6,29.96,32.76,26.6,24,17.1,40.85,26.6,29.96,32.76,26.6,24,17.1,40.85,26.6,30.24,33.04,26.6,24,17.1,40.85,26.6,30.24,33.04,26.6,24,17.1,40.85,26.6,30.52,33.32,26.6,24,17.1,40.85,26.6,30.52,33.32,26.6,24,17.1,40.85,26.6,30.8,33.6,26.6,24,17.1,40.85,26.6,30.8,33.6,26.6,24,17.1,40.85,26.6,31.08,33.88,26.6,24,17.1,40.85,26.6,31.08,33.88,26.6,24,17.1,40.85,26.6,31.08,33.88,26.6,24,17.1,40.85,26.6,31.36,34.16,26.6,24,17.1,40.85,26.6,31.36,34.16,26.6,24,17.1,40.85,26.6,31.36,34.16,26.6,24,17.1,40.85,26.6,31.64,34.44,26.6,24,17.1,40.85,26.6,31.64,34.44,26.6,24,17.1,40.85,26.6,31.64,34.44,26.6,24,17.1,40.85,26.6,31.92,34.72,26.6,24,17.1,40.85,26.6,31.92,34.72,26.6,24,17.1,40.85,26.6,31.92,34.72,26.6,24,17.1,40.85,26.6,31.92,34.72,26.6,24,17.1,40.85,26.6,32.2,35,26.6,24,17.1
13040700,Sacred Chainlink Flail,700,40.85,29.4,26.6,26.6,32.2,24,17.1,40.85,29.4,26.6,26.6,32.2,24,17.1,40.85,29.68,26.6,26.6,32.48,24,17.1,40.85,29.68,26.6,26.6,32.48,24,17.1,40.85,29.96,26.6,26.6,32.76,24,17.1,40.85,29.96,26.6,26.6,32.76,24,17.1,40.85,30.24,26.6,26.6,33.04,24,17.1,40.85,30.24,26.6,26.6,33.04,24,17.1,40.85,30.52,26.6,26.6,33.32,24,17.1,40.85,30.52,26.6,26.6,33.32,24,17.1,40.85,30.8,26.6,26.6,33.6,24,17.1,40.85,30.8,26.6,26.6,33.6,24,17.1,40.85,31.08,26.6,26.6,33.88,24,17.1,40.85,31.08,26.6,26.6,33.88,24,17.1,40.85,31.08,26.6,26.6,33.88,24,17.1,40.85,31.36,26.6,26.6,34.16,24,17.1,40.85,31.36,26.6,26.6,34.16,24,17.1,40.85,31.36,26.6,26.6,34.16,24,17.1,40.85,31.64,26.6,26.6,34.44,24,17.1,40.85,31.64,26.6,26.6,34.44,24,17.1,40.85,31.64,26.6,26.6,34.44,24,17.1,40.85,31.92,26.6,26.6,34.72,24,17.1,40.85,31.92,26.6,26.6,34.72,24,17.1,40.85,31.92,26.6,26.6,34.72,24,17.1,40.85,31.92,26.6,26.6,34.72,24,17.1,40.85,32.2,26.6,26.6,35,24,17.1
13040800,Magic Chainlink Flail,800,40.85,32.2,26.6,26.6,29.4,24,17.1,40.85,32.2,26.6,26.6,29.4,24,17.1,40.85,32.48,26.6,26.6,29.68,24,17.1,40.85,32.48,26.6,26.6,29.68,24,17.1,40.85,32.76,26.6,26.6,29.96,24,17.1,40.85,32.76,26.6,26.6,29.96,24,17.1,40.85,33.04,26.6,26.6,30.24,24,17.1,40.85,33.04,26.6,26.6,30.24,24,17.1,40.85,33.32,26.6,26.6,30.52,24,17.1,40.85,33.32,26.6,26.6,30.52,24,17.1,40.85,33.6,26.6,26.6,30.8,24,17.1,40.85,33.6,26.6,26.6,30.8,24,17.1,40.85,33.88,26.6,26.6,31.08,24,17.1,40.85,33.88,26.6,26.6,31.08,24,17.1,40.85,33.88,26.6,26.6,31.08,24,17.1,40.85,34.16,26.6,26.6,31.36,24,17.1,40.85,34.16,26.6,26.6,31.36,24,17.1,40.85,34.16,26.6,26.6,31.36,24,17.1,40.85,34.44,26.6,26.6,31.64,24,17.1,40.85,34.44,26.6,26.6,31.64,24,17.1,40.85,34.44,26.6,26.6,31.64,24,17.1,40.85,34.72,26.6,26.6,31.92,24,17.1,40.85,34.72,26.6,26.6,31.92,24,17.1,40.85,34.72,26.6,26.6,31.92,24,17.1,40.85,34.72,26.6,26.6,31.92,24,17.1,40.85,35,26.6,26.6,32.2,24,17.1
