ID,Name,Reinforce Type ID,Physical Attack,Magic Attack,Fire Attack,Lightning Attack,Holy Attack,Stamina Attack,Str Scaling,Dex Scaling,Int Scaling,Fai Scaling,Arc Scaling,Physical Guard,Magic Guard,Fire Guard,Lightning Guard,Holy Guard,Guard Boost,Resistance Guard,Upgrade Price,Effect 1,Effect 1 Type,Effect 2,Effect 2 Type,Max Upgrade,Attack Element Correct ID,Weapon Type,Physical Damage Type,Weight,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Infusable,Base Poise Attack,Caption
15080000,Executioner's Greataxe,0,150,0,0,0,0,86,60,11,0,0,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080100,Executioner's Heavy Greataxe,6000,145,0,0,0,0,86,57,0,0,0,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080200,Executioner's Keen Greataxe,200,145,0,0,0,0,86,14,40,0,0,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080300,Executioner's Quality Greataxe,300,145,0,0,0,0,86,49,49,0,0,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080400,Executioner's Fire Greataxe,400,145,0,145,0,0,86,31,7,0,0,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10005,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080500,Executioner's Flame Art Greataxe,500,145,0,145,0,0,86,18,4,0,28,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080600,Executioner's Lightning Greataxe,600,145,0,0,145,0,86,7,31,0,0,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080700,Executioner's Sacred Greataxe,700,145,0,0,0,145,86,18,4,0,28,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080800,Executioner's Magic Greataxe,800,145,145,0,0,0,86,18,4,31,0,0,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15080900,Executioner's Cold Greataxe,900,145,109,0,0,0,86,54,9,24,0,0,57,40,40,40,40,40,23,870,-1,None,107600,Frost,25,10000,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15081000,Executioner's Poison Greataxe,1000,145,0,0,0,0,86,57,10,0,0,30,57,40,40,40,40,40,23,870,-1,None,106100,Poison,25,10013,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15081100,Executioner's Blood Greataxe,1100,145,0,0,0,0,86,57,10,0,0,30,57,40,40,40,40,40,23,870,105100,Blood,-1,None,25,10013,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15081200,Executioner's Occult Greataxe,1200,145,0,0,0,0,86,24,4,0,0,60,57,40,40,40,40,40,23,870,-1,None,-1,None,25,10013,Greataxe,Standard,15,115,34,8,0,0,0,Yes,5.5,"Bulky cleaver welded to a long haft. Said to have been used to dispatch the remnants of defeated armies, felling them like timber. Perhaps that is the reason it excels at critical hits."
15110000,Winged Greathorn,2200,130,0,0,0,0,75,47,47,0,0,0,50,35,35,35,35,35,20,650,-1,None,-1,None,10,10000,Greataxe,Standard,11,100,30,20,0,0,0,No,5.5,"A unique horn in which the power of ancestral spirits fiercely dwells, this large, wing-shaped specimen is wielded as a weapon of spirit worship. In the ancestral spirit-worshipping faith, these are considered envoys' wings, made to reap the lives of beings which experience no sprouting."
15120000,Butchering Knife,0,134,0,0,0,0,75,15,68,0,0,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120100,Heavy Butchering Knife,100,129,0,0,0,0,75,48,0,0,0,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120200,Keen Butchering Knife,5000,129,0,0,0,0,75,16,61,0,0,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120300,Quality Butchering Knife,300,129,0,0,0,0,75,55,55,0,0,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120400,Fire Butchering Knife,400,129,0,129,0,0,75,37,8,0,0,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10005,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120500,Flame Art Butchering Knife,500,129,0,129,0,0,75,4,20,0,35,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120600,Lightning Butchering Knife,600,129,0,0,129,0,75,8,37,0,0,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120700,Sacred Butchering Knife,700,129,0,0,0,129,75,4,20,0,35,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120800,Magic Butchering Knife,800,129,129,0,0,0,75,4,20,40,0,0,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15120900,Cold Butchering Knife,900,129,97,0,0,0,75,13,61,33,0,0,45,31,31,31,31,31,18,580,-1,None,107600,Frost,25,10000,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15121000,Poison Butchering Knife,1000,129,0,0,0,0,75,14,64,0,0,30,45,31,31,31,31,31,18,580,-1,None,106100,Poison,25,10013,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15121100,Blood Butchering Knife,1100,129,0,0,0,0,75,14,64,0,0,30,45,31,31,31,31,31,18,580,105100,Blood,-1,None,25,10013,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15121200,Occult Butchering Knife,1200,129,0,0,0,0,75,6,27,0,0,70,45,31,31,31,31,31,18,580,-1,None,-1,None,25,10013,Greataxe,Standard,8.5,100,16,20,0,0,0,Yes,5.5,"Huge carving knife made to cleanly butcher the human body. Signature weapon of the Ogress Anastasia, known to have eaten countless Tarnished while disguised as a Finger Maiden. Restores a very small amount of HP when it squarely strikes an enemy."
15130000,Gargoyle's Great Axe,0,123,0,0,0,0,75,80,7,0,0,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130100,Gargoyle's Heavy Great Axe,6000,119,0,0,0,0,75,71,0,0,0,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130200,Gargoyle's Keen Great Axe,200,119,0,0,0,0,75,34,47,0,0,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130300,Gargoyle's Quality Great Axe,300,119,0,0,0,0,75,62,62,0,0,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130400,Gargoyle's Fire Great Axe,400,119,0,119,0,0,75,43,8,0,0,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10005,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130500,Gargoyle's Flame Art Great Axe,500,119,0,119,0,0,75,24,4,0,43,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130600,Gargoyle's Lightning Great Axe,600,119,0,0,119,0,75,8,43,0,0,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130700,Gargoyle's Sacred Great Axe,700,119,0,0,0,119,75,24,4,0,43,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130800,Gargoyle's Magic Great Axe,800,119,119,0,0,0,75,32,4,43,0,0,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15130900,Gargoyle's Cold Great Axe,900,119,89,0,0,0,75,72,6,43,0,0,45,31,31,31,31,31,18,540,-1,None,107600,Frost,25,10000,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15131000,Gargoyle's Poison Great Axe,1000,119,0,0,0,0,75,76,6,0,0,30,45,31,31,31,31,31,18,540,-1,None,106100,Poison,25,10013,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15131100,Gargoyle's Blood Great Axe,1100,119,0,0,0,0,75,76,6,0,0,30,45,31,31,31,31,31,18,540,105100,Blood,-1,None,25,10013,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15131200,Gargoyle's Occult Great Axe,1200,119,0,0,0,0,75,32,5,0,0,73,45,31,31,31,31,31,18,540,-1,None,-1,None,25,10013,Greataxe,Standard,8.5,100,24,8,0,0,0,Yes,5.5,"Bronze greataxe wielded by Valiant Gargoyle. Just like the wielder, the missing parts have been mended with corpse wax; a patchwork of champions."
15140000,Gargoyle's Black Axe,2200,100,0,0,0,120,75,40,10,0,30,0,36,27,27,27,54,31,18,540,-1,None,-1,None,10,10000,Greataxe,Standard,8.5,100,24,8,0,22,0,No,5.5,"Bronze greataxe wielded by Valiant Gargoyle, mended with blackened corpse wax. Deals holy damage. Such is the mark of those who serve Maliketh, the Black Blade."
16000000,Short Spear,0,112,0,0,0,0,40,33,44,0,0,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000100,Heavy Short Spear,100,107,0,0,0,0,40,44,0,0,0,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000200,Keen Short Spear,200,107,0,0,0,0,40,15,42,0,0,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000300,Quality Short Spear,300,107,0,0,0,0,40,53,53,0,0,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000400,Fire Short Spear,400,107,0,107,0,0,40,32,7,0,0,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10005,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000500,Flame Art Short Spear,500,107,0,107,0,0,40,6,8,0,36,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000600,Lightning Short Spear,600,107,0,0,107,0,40,15,32,0,0,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000700,Sacred Short Spear,700,107,0,0,0,107,40,6,8,0,36,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000800,Magic Short Spear,800,107,107,0,0,0,40,6,8,38,0,0,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16000900,Cold Short Spear,900,107,86,0,0,0,40,29,39,34,0,0,40,25,25,25,25,30,15,260,-1,None,107500,Frost,25,10000,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16001000,Poison Short Spear,1000,107,0,0,0,0,40,31,41,0,0,30,40,25,25,25,25,30,15,260,-1,None,106000,Poison,25,10013,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16001100,Blood Short Spear,1100,107,0,0,0,0,40,31,41,0,0,30,40,25,25,25,25,30,15,260,105000,Blood,-1,None,25,10013,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16001200,Occult Short Spear,1200,107,0,0,0,0,40,13,17,0,0,65,40,25,25,25,25,30,15,260,-1,None,-1,None,25,10013,Spear,Pierce,4,100,10,10,0,0,0,Yes,5,"A exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, strong attack unleashes a series of successive piercing thrusts."
16010000,Spear,0,114,0,0,0,0,40,20,55,0,0,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010100,Heavy Spear,100,109,0,0,0,0,40,43,0,0,0,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010200,Keen Spear,5000,109,0,0,0,0,40,15,55,0,0,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010300,Quality Spear,300,109,0,0,0,0,40,49,49,0,0,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010400,Fire Spear,400,109,0,109,0,0,40,31,7,0,0,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10005,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010500,Flame Art Spear,500,109,0,109,0,0,40,4,11,0,35,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010600,Lightning Spear,600,109,0,0,109,0,40,15,31,0,0,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010700,Sacred Spear,700,109,0,0,0,109,40,4,11,0,35,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010800,Magic Spear,800,109,109,0,0,0,40,4,11,35,0,0,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16010900,Cold Spear,900,109,87,0,0,0,40,18,49,26,0,0,42,26,26,26,26,31,15,280,-1,None,107500,Frost,25,10000,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16011000,Poison Spear,1000,109,0,0,0,0,40,19,52,0,0,30,42,26,26,26,26,31,15,280,-1,None,106000,Poison,25,10013,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16011100,Bloody Spear,1100,109,0,0,0,0,40,19,52,0,0,30,42,26,26,26,26,31,15,280,105000,Blood,-1,None,25,10013,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16011200,Occult Spear,1200,109,0,0,0,0,40,8,22,0,0,63,42,26,26,26,26,31,15,280,-1,None,-1,None,25,10013,Spear,Pierce,4.5,100,12,15,0,0,0,Yes,5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes."
16020000,Crystal Spear,2200,110,33,0,0,0,40,21,51,20,0,0,48,33,26,26,26,33,16,330,-1,None,-1,None,10,10000,Spear,Pierce,5.5,100,10,16,16,0,0,No,5,"Spear fashioned from pure crystal; a deed impossible for a human. Enwreathed with powerful magic, its attack scales with intelligence. The inscrutable Crystalians have but one clear purpose; to safeguard their crystals unto the end. One theory posits that they yearn for the return of their creator who will carve for them new brethren."
16030000,Clayman's Harpoon,0,99,64,0,0,0,40,50,15,30,0,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030100,Clayman's Heavy Harpoon,6000,95,51,0,0,0,40,63,0,19,0,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030200,Clayman's Keen Harpoon,200,95,51,0,0,0,40,19,45,19,0,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030300,Clayman's Quality Harpoon,300,95,51,0,0,0,40,57,57,19,0,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030400,Clayman's Fire Harpoon,400,95,51,95,0,0,40,42,9,14,0,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10005,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030500,Clayman's Flame Art Harpoon,500,95,51,95,0,0,40,10,4,14,52,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030600,Clayman's Lightning Harpoon,600,95,51,0,95,0,40,9,42,14,0,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030700,Clayman's Sacred Harpoon,700,95,51,0,0,95,40,10,4,14,52,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030800,Clayman's Magic Harpoon,800,95,127,0,0,0,40,10,4,42,0,0,49,38,25,25,25,33,16,330,-1,None,-1,None,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16030900,Clayman's Cold Harpoon,900,95,127,0,0,0,40,45,13,33,0,0,49,38,25,25,25,33,16,330,-1,None,107500,Frost,25,10000,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16031000,Clayman's Poison Harpoon,1000,95,51,0,0,0,40,47,14,47,0,30,49,38,25,25,25,33,16,330,-1,None,106000,Poison,25,10013,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
16031100,Clayman's Blood Harpoon,1100,95,51,0,0,0,40,47,14,47,0,30,49,38,25,25,25,33,16,330,105000,Blood,-1,None,25,10013,Spear,Pierce,5.5,100,12,10,12,0,0,Yes,5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.
